time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-02-22T02:44:23.140Z,79.4514,3.3184,10,4.2,mb,,95,1.713,1.28,us,usc000tt4b,2015-03-13T00:19:50.543Z,"299km WNW of Longyearbyen, Svalbard and Jan Mayen",earthquake
2015-02-22T01:31:59.750Z,16.5211,119.0229,32.94,4.1,mb,,119,1.711,0.48,us,usc000tt4g,2015-03-12T04:20:18.812Z,"87km WNW of Catuday, Philippines",earthquake
2015-02-21T22:43:47.680Z,52.3984,-175.9563,218.18,4.3,mb,,126,0.312,0.56,us,usc000tt8j,2015-03-14T00:38:47.759Z,"75km NE of Adak, Alaska",earthquake
2015-02-21T22:41:27.150Z,56.674,-169.1188,18.96,4,mb,,41,0.798,1.21,us,usc000tt2p,2015-03-14T00:23:26.482Z,"87km SE of City of Saint Paul, Alaska",earthquake
2015-02-21T22:26:45.600Z,4.67,-76.18,95,5.1,mb,,,,0.94,us,usc000ts6w,2015-03-14T00:06:30.981Z,"8km SW of Argelia, Colombia",earthquake
2015-02-21T22:23:12.000Z,58.0684,-156.9963,9.3,3,ml,,,,0.76,ak,ak11515061,2015-03-14T00:26:53.303Z,"71km SSW of King Salmon, Alaska",earthquake
2015-02-21T22:15:27.000Z,57.6955,-155.7831,80.9,2.6,ml,,,,0.48,ak,ak11515059,2015-03-13T22:12:10.349Z,"109km W of Larsen Bay, Alaska",earthquake
2015-02-21T21:40:31.000Z,53.1483,-166.7573,35,3,ml,,,,0.33,us,usc000tt8f,2015-03-13T21:44:12.101Z,"82km S of Unalaska, Alaska",earthquake
2015-02-21T21:39:09.000Z,51.4981,-178.1829,7.1,2.6,ml,,,,1.16,us,usc000ts8u,2015-03-13T21:38:44.922Z,"43km S of Tanaga Volcano, Alaska",earthquake
2015-02-21T21:21:37.920Z,44.5201,18.9295,7.43,3.4,ml,,48,0.871,1.12,us,usc000ts6i,2015-02-22T23:33:00.012Z,"9km S of Priboj, Bosnia and Herzegovina",earthquake
2015-02-21T20:46:42.280Z,9.4809,-84.5509,10,4.5,mb,,146,0.675,1.44,us,usc000tt23,2015-03-13T21:32:30.866Z,"17km SSE of Jaco, Costa Rica",earthquake
2015-02-21T20:05:45.880Z,42.5932,83.9635,29.24,4.5,mb,,67,2.995,0.57,us,usc000ts67,2015-03-13T04:39:52.863Z,"128km NE of Kuqa, China",earthquake
2015-02-21T19:51:00.280Z,-9.1282,158.5607,33.55,5.1,mb,,48,1.403,0.58,us,usc000ts63,2015-03-13T03:55:35.332Z,"130km SSW of Dadali, Solomon Islands",earthquake
2015-02-21T19:42:22.160Z,-5.4517,147.129,213.79,5.3,mwb,,19,3.394,0.8,us,usc000ts60,2015-03-13T03:41:09.492Z,"141km N of Lae, Papua New Guinea",earthquake
2015-02-21T19:39:48.600Z,19.0869,-65.4063,11,2.9,Md,7,288,0.78422924,0.31,pr,pr15052005,2015-03-13T03:14:17.480Z,"85km NNE of Luquillo, Puerto Rico",earthquake
2015-02-21T18:52:43.570Z,-22.9125,171.5517,25.31,4.8,mb,,82,4.797,1.01,us,usc000tt2b,2015-02-25T16:15:34.531Z,"76km SW of Ile Hunter, New Caledonia",earthquake
2015-02-21T18:42:07.200Z,18.9517,-65.393,62,2.9,Md,9,237.6,0.64948195,0.31,pr,pr15052004,2015-02-24T15:24:37.040Z,"72km NNE of Luquillo, Puerto Rico",earthquake
2015-02-21T18:19:32.490Z,6.0903,125.9815,128.29,4.7,mb,,83,1.051,1.27,us,usc000ts5q,2015-02-24T16:07:05.313Z,"30km E of Lamitan, Philippines",earthquake
2015-02-21T17:38:33.480Z,-19.774,-178.4245,599.83,4.4,mb,,52,3.9,0.72,us,usc000ts5m,2015-02-24T16:16:26.614Z,"101km NNE of Ndoi Island, Fiji",earthquake
2015-02-21T17:33:32.000Z,56.3801,-169.7838,20,2.8,ml,,,,0.95,ak,ak11517963,2015-03-02T20:24:37.712Z,"92km SSE of City of Saint Paul, Alaska",earthquake
2015-02-21T17:19:14.000Z,56.6929,-169.0078,24.2,3.6,ml,,,,0.96,ak,ak11517961,2015-03-02T20:26:13.256Z,"91km SE of City of Saint Paul, Alaska",earthquake
2015-02-21T16:45:40.000Z,51.4825,-175.8203,47.8,2.8,ml,,,,0.58,ak,ak11514875,2015-02-25T22:03:50.033Z,"72km SE of Adak, Alaska",earthquake
2015-02-21T16:11:03.879Z,41.8612,-119.6527,9.9582,2.86,ml,5,122.13,0.141,0.1653,nn,nn00483921,2015-02-22T23:17:41.760Z,"73km SE of Lakeview, Oregon",earthquake
2015-02-21T14:57:53.000Z,51.8195,178.3829,115.9,2.9,ml,,,,0.33,ak,ak11514836,2015-02-25T22:05:55.275Z,"16km SSW of Little Sitkin Island, Alaska",earthquake
2015-02-21T14:44:16.000Z,54.147,-162.3156,6.8,3,ml,,,,0.35,ak,ak11514833,2015-02-25T22:05:38.353Z,"105km SE of False Pass, Alaska",earthquake
2015-02-21T14:21:49.556Z,41.8779,-119.6499,7.2741,3.3,ml,5,121.48,0.132,0.1179,nn,nn00483906,2015-02-21T22:24:20.266Z,"75km SE of Lakeview, Oregon",earthquake
2015-02-21T14:02:05.180Z,51.9879,-173.9883,47.13,4.4,mb,,177,0.25,1.37,us,usc000ts4j,2015-02-25T22:03:00.668Z,"27km SSE of Atka, Alaska",earthquake
2015-02-21T12:42:40.890Z,35.5031,-96.9492,4.21,2.5,mb_lg,,62,0.039,0.54,us,usc000ts4g,2015-02-21T20:45:11.733Z,"4km W of Meeker, Oklahoma",earthquake
2015-02-21T12:26:30.000Z,52.0836,-170.4751,7.3,2.5,ml,,,,0.52,ak,ak11517944,2015-02-25T22:07:22.503Z,"62km SSE of Yunaska Island, Alaska",earthquake
2015-02-21T12:23:27.000Z,52.0209,-170.7895,55.9,2.5,ml,,,,0.36,ak,ak11517943,2015-02-25T22:07:39.796Z,"61km SSE of Amukta Island, Alaska",earthquake
2015-02-21T11:55:43.000Z,64.1392,-150.425,9,2.6,ml,,,,0.7,ak,ak11514779,2015-02-25T22:06:47.531Z,"78km WNW of Healy, Alaska",earthquake
2015-02-21T11:34:07.140Z,-16.9047,-14.1122,10,5.3,mb,,47,8.083,0.92,us,usc000ts4c,2015-02-21T19:36:45.758Z,"Southern Mid-Atlantic Ridge",earthquake
2015-02-21T10:37:00.590Z,-8.1398,106.7298,32.5,4.7,mb,,95,1.222,0.79,us,usc000ts4a,2015-02-21T18:39:35.336Z,"78km S of Tegalbuleud, Indonesia",earthquake
2015-02-21T10:13:54.120Z,39.8459,143.4563,10,6,mwb,,41,2.178,0.71,us,usc000ts49,2015-02-22T08:01:36.991Z,"130km E of Miyako, Japan",earthquake
2015-02-21T10:00:53.500Z,-57.1016,-24.9331,10,4.6,mb,,107,17.274,0.97,us,usc000tt1u,2015-03-18T12:43:05.634Z,"145km ESE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-02-21T09:27:35.000Z,57.8582,-155.571,10,2.7,ml,,,,0.49,ak,ak11514717,2015-03-18T12:01:32.306Z,"101km WNW of Larsen Bay, Alaska",earthquake
2015-02-21T09:01:29.000Z,51.8143,178.4361,104,3.1,ml,,,,0.25,us,usc000ts6n,2015-03-18T11:28:47.649Z,"15km SSW of Little Sitkin Island, Alaska",earthquake
2015-02-21T08:44:20.600Z,36.1259,-97.2753,3.744,2.9,ml,,71,,0.55,us,usc000ts47,2015-03-15T09:50:37.455Z,"18km S of Perry, Oklahoma",earthquake
2015-02-21T07:25:13.900Z,36.1251,-97.2678,4.785,2.7,ml,,73,,0.77,us,usc000ts43,2015-03-15T09:48:49.333Z,"18km W of Stillwater, Oklahoma",earthquake
2015-02-21T07:20:23.300Z,18.822,-66.4085,93,3.4,Md,15,230.4,0.36112274,0.28,pr,pr15052002,2015-03-15T09:44:33.034Z,"39km N of Brenas, Puerto Rico",earthquake
2015-02-21T06:46:00.000Z,51.0752,-179.2105,25.8,3.2,ml,,,,0.92,us,usc000tt79,2015-03-15T09:41:13.568Z,"21km SSW of Amatignak Island, Alaska",earthquake
2015-02-21T06:45:43.700Z,36.6002,-97.6284,3.267,3,ml,,65,,0.58,us,usc000ts3z,2015-03-15T09:35:57.074Z,"24km SSE of Medford, Oklahoma",earthquake
2015-02-21T06:28:10.900Z,19.0671,-64.4671,29,3,Md,4,309.6,0.66116005,0.34,pr,pr15052007,2015-02-22T03:37:54.430Z,"73km NNE of Road Town, British Virgin Islands",earthquake
2015-02-21T06:18:27.900Z,36.3284,-97.2014,5.205,2.6,ml,,51,,0.76,us,usc000ts3w,2015-03-15T07:45:15.685Z,"8km ENE of Perry, Oklahoma",earthquake
2015-02-21T05:22:50.470Z,-22.9678,171.501,45.07,4.7,mb,,100,4.76,0.84,us,usc000tt1k,2015-03-14T10:24:59.437Z,"84km SW of Ile Hunter, New Caledonia",earthquake
2015-02-21T05:16:42.867Z,41.865,-119.6358,7.6523,2.91,ml,5,122.75,0.148,0.1589,nn,nn00483878,2015-03-14T10:12:34.800Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-21T04:47:08.300Z,36.3981,-97.2972,6.096,3.1,ml,,61,,0.41,us,usc000ts3n,2015-03-12T02:59:01.026Z,"12km N of Perry, Oklahoma",earthquake
2015-02-21T04:23:54.760Z,39.232,143.8304,10,4.1,mb,,136,2.745,0.46,us,usc000tt1x,2015-03-12T02:51:17.498Z,"164km E of Yamada, Japan",earthquake
2015-02-21T04:06:16.010Z,12.5801,-87.7558,71.43,4.3,mb,,129,0.699,0.78,us,usc000ts3j,2015-03-11T05:06:23.309Z,"37km WSW of Jiquilillo, Nicaragua",earthquake
2015-02-21T03:49:34.889Z,41.8609,-119.6461,6.9427,3.06,ml,5,122.45,0.145,0.1752,nn,nn00483856,2015-03-12T02:36:25.130Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-21T03:42:48.930Z,39.7592,143.6163,10,4.6,mb,,127,2.28,0.55,us,usc000ts2p,2015-03-12T02:04:16.790Z,"143km E of Miyako, Japan",earthquake
2015-02-21T03:23:00.150Z,39.2849,143.5168,10,4.2,mb,,157,2.562,0.91,us,usc000tt2h,2015-03-11T23:58:10.025Z,"136km E of Yamada, Japan",earthquake
2015-02-21T02:44:16.210Z,-7.1143,154.8575,7.51,4.4,mb,,90,3.952,0.81,us,usc000tt2c,2015-03-11T23:24:38.156Z,"112km SW of Panguna, Papua New Guinea",earthquake
2015-02-21T02:17:39.000Z,59.7384,-152.8098,90.5,2.5,ml,,,,0.59,ak,ak11514501,2015-03-11T23:09:19.995Z,"55km W of Anchor Point, Alaska",earthquake
2015-02-21T02:14:10.990Z,6.7199,-72.9878,172.73,4.3,mb,,68,2.286,0.65,us,usc000tt1p,2015-03-11T22:58:06.856Z,"4km NE of Aratoca, Colombia",earthquake
2015-02-21T01:34:07.550Z,52.5335,-32.4628,10,4.3,mb,,143,11.162,0.44,us,usc000tt2g,2015-03-11T22:32:17.286Z,"Reykjanes Ridge",earthquake
2015-02-21T01:32:17.500Z,19.0597,-66.8247,52,2.9,Md,12,270,0.64229543,0.4,pr,pr15052001,2015-03-11T05:11:14.343Z,"63km N of Hatillo, Puerto Rico",earthquake
2015-02-21T01:31:58.640Z,-7.2959,129.4986,126.97,4.3,mb,,79,1.91,1.34,us,usc000ts23,2015-03-11T05:24:19.320Z,"213km WNW of Saumlaki, Indonesia",earthquake
2015-02-21T01:23:28.300Z,18.3955,-67.4862,8,2.9,Md,17,302.4,0.36291937,0.74,pr,pr15052000,2015-03-12T22:40:15.814Z,"25km WNW of Rincon, Puerto Rico",earthquake
2015-02-21T01:19:02.000Z,-20.072,-69.199,92.6,3.8,mb,,,,0.82,us,usc000tt2f,2015-03-11T04:17:01.178Z,"100km E of Iquique, Chile",earthquake
2015-02-21T00:58:34.000Z,59.3793,-153.792,109.3,2.5,ml,,,,0.53,ak,ak11517907,2015-03-16T22:26:00.933Z,"75km ESE of Old Iliamna, Alaska",earthquake
2015-02-21T00:57:41.510Z,-20.896,-178.9132,611.05,4.7,mb,,105,4.246,0.78,us,usc000ts1u,2015-03-13T03:02:22.236Z,"35km SW of Ndoi Island, Fiji",earthquake
2015-02-20T23:56:54.000Z,39.2344,143.7363,14.78,4.7,mb,,135,2.682,0.97,us,usc000ts1l,2015-03-13T05:44:05.568Z,"156km E of Yamada, Japan",earthquake
2015-02-20T23:43:39.504Z,41.9102,-119.5738,5.6732,2.96,ml,5,125.21,0.168,0.1018,nn,nn00483819,2015-03-14T23:19:43.241Z,"71km ESE of Lakeview, Oregon",earthquake
2015-02-20T23:41:07.000Z,58.2294,-155.9721,144.4,2.9,ml,,,,0.79,ak,ak11514403,2015-03-16T04:18:16.702Z,"65km SE of King Salmon, Alaska",earthquake
2015-02-20T23:23:34.800Z,19.3842,-155.2788,2.4,2.5,Ml,,46.8,0,0.1,hv,hv60856371,2015-03-14T23:30:19.310Z,"6km SW of Volcano, Hawaii",earthquake
2015-02-20T23:17:33.000Z,63.0337,-151.5903,8.2,2.6,ml,,,,0.74,ak,ak11514394,2015-03-14T22:42:43.007Z,"109km NW of Talkeetna, Alaska",earthquake
2015-02-20T22:50:56.900Z,14.79,-93.738,61.2,4.7,mb,,,,1.66,us,usc000ts0q,2015-03-13T03:30:41.549Z,"114km SW of Mapastepec, Mexico",earthquake
2015-02-20T22:41:08.340Z,12.1282,-88.4356,35,4.1,mb,,205,1.468,0.79,us,usc000tssa,2015-03-16T03:05:05.055Z,"125km SSW of Chirilagua, El Salvador",earthquake
2015-02-20T22:37:50.280Z,23.0097,101.7553,10,4.5,mb,,63,2.288,0.75,us,usc000ts0n,2015-03-13T05:32:32.588Z,"44km S of Lianzhu, China",earthquake
2015-02-20T22:22:20.100Z,-26.3746,-13.7534,9.97,4.5,mb,,77,12.769,1.05,us,usc000tst5,2015-03-16T04:05:59.755Z,"Southern Mid-Atlantic Ridge",earthquake
2015-02-20T22:05:30.870Z,3.8403,126.7682,60.47,4.1,mb,,153,3.106,1.16,us,usc000tssf,2015-03-16T03:14:29.530Z,"225km SE of Sarangani, Philippines",earthquake
2015-02-20T21:41:37.110Z,-17.8665,-178.3505,576.18,4.8,mb,,78,3.428,0.99,us,usc000ts06,2015-03-13T04:00:12.217Z,"289km SE of Lambasa, Fiji",earthquake
2015-02-20T21:22:07.360Z,-23.7693,179.5324,527.99,4.4,mb,,100,5.908,1,us,usc000tst3,2015-03-16T03:39:05.314Z,"South of the Fiji Islands",earthquake
2015-02-20T21:07:17.550Z,-50.1009,114.1781,10,4.7,mb,,106,17.309,0.89,us,usc000trzv,2015-03-14T04:25:11.773Z,"Western Indian-Antarctic Ridge",earthquake
2015-02-20T21:05:54.970Z,39.7915,143.558,20.61,4.8,mb,,125,2.242,0.9,us,usc000trzp,2015-03-13T04:12:26.871Z,"138km E of Miyako, Japan",earthquake
2015-02-20T20:53:38.760Z,-15.2163,-75.8579,37.09,4.4,mb,,170,3.349,0.67,us,usc000tssz,2015-02-24T16:32:31.427Z,"80km W of Minas de Marcona, Peru",earthquake
2015-02-20T20:38:35.300Z,19.2924,-65.9144,61,3,Md,9,284.4,0.99712997,0.33,pr,pr15051007,2015-02-21T16:53:41.040Z,"93km NNE of San Juan, Puerto Rico",earthquake
2015-02-20T20:25:27.880Z,35.121,137.5651,286.52,4.3,mb,,69,0.494,0.91,us,usc000trz7,2015-02-21T16:45:13.914Z,"25km NNE of Shinshiro, Japan",earthquake
2015-02-20T20:13:41.000Z,54.23,-162.3061,8.6,2.5,ml,,,,0.93,ak,ak11516972,2015-02-24T18:54:09.038Z,"99km SE of False Pass, Alaska",earthquake
2015-02-20T20:07:57.000Z,58.8891,-138.0118,9.7,3,ml,,,,0.83,ak,ak11514200,2015-02-24T18:52:04.046Z,"122km SE of Yakutat, Alaska",earthquake
2015-02-20T19:28:28.160Z,41.9086,142.6757,63.67,5.3,mwr,,91,0.372,0.88,us,usc000tryp,2015-02-21T16:20:27.732Z,"53km SSE of Shizunai, Japan",earthquake
2015-02-20T19:15:54.400Z,19.0627,-66.8085,46,2.8,Md,13,270,0.63870217,0.38,pr,pr15051005,2015-02-21T16:00:26.040Z,"63km N of Hatillo, Puerto Rico",earthquake
2015-02-20T19:11:31.810Z,41.8563,-119.6431,8.4964,2.8,ml,7,124.2,0.15,0.133,nn,nn00483757,2015-02-21T15:47:46.040Z,"68km ESE of Lakeview, Oregon",earthquake
2015-02-20T18:40:50.600Z,18.7632,-66.2776,85,2.9,Md,3,334.8,0.63151564,0.05,pr,pr15051004,2015-02-21T15:41:07.040Z,"33km N of Dorado, Puerto Rico",earthquake
2015-02-20T18:30:07.000Z,54.2706,-162.409,40.2,3,ml,,,,0.76,ak,ak11514148,2015-02-24T18:51:46.586Z,"91km SE of False Pass, Alaska",earthquake
2015-02-20T18:16:28.170Z,27.1243,54.7424,40.47,4.5,mb,,85,2.537,0.71,us,usc000try2,2015-02-21T15:38:44.944Z,"64km NNW of Bandar-e Lengeh, Iran",earthquake
2015-02-20T15:57:45.190Z,35.9629,142.3305,27.41,4.4,mb,,157,1.753,1.17,us,usc000trxa,2015-02-21T00:00:20.624Z,"137km E of Hasaki, Japan",earthquake
2015-02-20T15:39:18.370Z,-31.1279,-178.3055,39.2,5.3,mb,,103,1.904,1.39,us,usc000trx4,2015-02-20T23:41:46.884Z,"65km ENE of L'Esperance Rock, New Zealand",earthquake
2015-02-20T14:36:05.000Z,18.4617,-66.8069,117,2.9,Md,14,172.8,0.12396751,0.25,pr,pr15051002,2015-02-20T22:38:38.563Z,"2km SW of Carrizales, Puerto Rico",earthquake
2015-02-20T14:28:18.160Z,38.8065,-122.8115,3.29,2.67,md,71,24,0.01274,0.04,nc,nc72398140,2015-02-20T22:30:53.998Z,"5km NW of The Geysers, California",earthquake
2015-02-20T13:39:28.000Z,56.2806,-155.8729,70.6,3,ml,,,,0.5,ak,ak11513965,2015-02-24T18:53:34.460Z,"53km NNW of Chirikof Island, Alaska",earthquake
2015-02-20T13:01:09.090Z,-7.147,154.8429,19.21,4.9,mb,,69,3.966,0.74,us,usc000trvf,2015-02-20T21:03:44.868Z,"116km SW of Panguna, Papua New Guinea",earthquake
2015-02-20T12:56:33.440Z,39.4221,144.1239,38.01,4.1,mb,,239,2.692,0.49,us,usc000trty,2015-02-20T20:59:06.778Z,"187km E of Yamada, Japan",earthquake
2015-02-20T12:03:34.000Z,50.7319,-175.4324,39.8,2.6,ml,,,,0.49,ak,ak11516936,2015-02-24T18:53:17.193Z,"153km SE of Adak, Alaska",earthquake
2015-02-20T11:35:22.324Z,41.8445,-119.6434,9.3866,2.66,ml,6,122.38,0.158,0.1699,nn,nn00483721,2015-02-20T19:37:50.895Z,"68km SE of Lakeview, Oregon",earthquake
2015-02-20T11:16:49.000Z,63.2019,-149.7309,97.2,2.5,ml,,,,0.42,ak,ak11513914,2015-02-24T18:49:46.378Z,"44km WSW of Cantwell, Alaska",earthquake
2015-02-20T11:16:19.330Z,38.8128333,-122.8205,3.42,2.64,md,75,21,0.007851,0.05,nc,nc72397995,2015-02-20T20:47:07.820Z,"6km NW of The Geysers, California",earthquake
2015-02-20T11:15:56.850Z,36.0628333,-117.5938333,1.3,2.6,ml,34,42,0.08507,0.2,ci,ci37097711,2015-02-24T00:24:57.190Z,"32km ENE of Little Lake, California",earthquake
2015-02-20T11:09:12.920Z,40.0294,142.5594,2.01,4.4,mb,,176,2.034,1.05,us,usc000trth,2015-02-20T19:11:46.542Z,"67km NE of Miyako, Japan",earthquake
2015-02-20T10:27:17.500Z,18.5284,-65.05,3,2.7,Md,7,194.4,0.3117154,0.31,pr,pr15051003,2015-02-20T18:29:44.115Z,"24km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-02-20T09:57:59.600Z,36.513,-98.1692,6.88,3,mb_lg,,73,0.15,0.6,us,usc000trt9,2015-02-20T12:40:58.713Z,"9km ESE of Helena, Oklahoma",earthquake
2015-02-20T09:46:23.900Z,39.2936,144.127,35.49,4.5,mb,,144,2.816,1.07,us,usc000trt4,2015-02-20T17:48:50.088Z,"188km E of Yamada, Japan",earthquake
2015-02-20T09:37:05.700Z,17.9559,-68.2878,129,3.4,Md,11,334.8,1.16421661,0.5,pr,pr15051001,2015-02-20T17:39:34.130Z,"57km SE of Boca de Yuma, Dominican Republic",earthquake
2015-02-20T09:30:21.800Z,18.8281,-65.1465,75,2.6,Md,4,255.6,0.53359928,0.28,pr,pr15051000,2015-02-20T17:32:52.236Z,"58km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-02-20T09:10:43.457Z,41.8568,-119.6523,8.1805,2.5,ml,5,123.7,0.145,0.2049,nn,nn00483716,2015-02-20T18:10:14.450Z,"66km ESE of Lakeview, Oregon",earthquake
2015-02-20T09:08:15.340Z,-22.7927,-13.3657,10,5.3,mb,,50,27.517,0.69,us,usc000trt2,2015-02-20T17:10:57.058Z,"Southern Mid-Atlantic Ridge",earthquake
2015-02-20T08:42:27.000Z,56.6039,-169.3919,34.9,3,ml,,,,0.68,us,usc000tstr,2015-03-14T09:58:33.832Z,"81km SE of City of Saint Paul, Alaska",earthquake
2015-02-20T07:58:20.000Z,56.4685,-169.5762,23.1,3.1,ml,,,,1.05,us,usc000tstq,2015-03-14T10:02:12.856Z,"87km SSE of City of Saint Paul, Alaska",earthquake
2015-02-20T07:46:20.470Z,2.3171,-84.4874,10,4.8,mb,,75,6.378,0.86,us,usc000trsv,2015-03-13T10:01:15.647Z,"Off the coast of Central America",earthquake
2015-02-20T06:57:01.590Z,31.5426667,-115.6211667,3.98,2.57,ml,3,165,0.5135,0.1,ci,ci37097575,2015-02-26T23:30:04.758Z,"87km SSW of Alberto Oviedo Mota, B.C., Mexico",earthquake
2015-02-20T06:50:37.350Z,-3.0502,142.6112,10,4.3,mb,,69,4.854,0.81,us,usc000tst0,2015-03-13T09:41:33.286Z,"30km ENE of Aitape, Papua New Guinea",earthquake
2015-02-20T05:48:55.000Z,53.4345,-163.4018,33.3,2.7,ml,,,,0.58,us,usc000try4,2015-03-12T13:39:06.448Z,"157km S of False Pass, Alaska",earthquake
2015-02-20T05:26:57.450Z,39.725,143.0835,32.41,4.2,mb,,193,2.126,0.62,us,usc000trsj,2015-03-12T13:37:52.239Z,"97km E of Miyako, Japan",earthquake
2015-02-20T05:00:00.000Z,61.0606,-152.4526,133.3,2.6,ml,,,,0.6,ak,ak11513810,2015-03-11T13:53:46.280Z,"66km NNE of Redoubt Volcano, Alaska",earthquake
2015-02-20T04:25:24.310Z,39.8472,143.569,13.54,6.3,mwp,,51,2.188,0.96,us,usc000trsc,2015-02-21T12:15:34.087Z,"140km E of Miyako, Japan",earthquake
2015-02-20T04:02:49.844Z,41.8656,-119.6513,11.4537,2.64,ml,4,121.99,0.139,0.0667,nn,nn00483695,2015-03-11T03:31:39.248Z,"67km ESE of Lakeview, Oregon",earthquake
2015-02-20T03:52:20.840Z,39.6568,143.3203,23.07,4.4,mb,,156,2.359,0.91,us,usc000trs7,2015-03-04T05:11:55.252Z,"117km E of Miyako, Japan",earthquake
2015-02-20T03:45:47.000Z,59.4132,-136.5925,14.8,2.9,ml,,,,0.67,us,usc000tsu9,2015-03-13T04:14:15.743Z,"68km WNW of Haines, Alaska",earthquake
2015-02-20T03:24:13.600Z,35.8179,-97.4206,6.23,3.2,ml,,62,,0.48,us,usc000trs0,2015-03-11T03:15:56.087Z,"6km S of Guthrie, Oklahoma",earthquake
2015-02-20T02:47:36.230Z,-16.3985,168.0317,33.95,4.7,mb,,81,1.237,0.72,us,usc000tssn,2015-03-11T02:59:10.406Z,"72km ESE of Lakatoro, Vanuatu",earthquake
2015-02-20T02:05:04.990Z,17.3297,-95.4059,104.54,4.6,mb,,47,0.552,1.05,us,usc000trrt,2015-03-11T02:04:39.194Z,"41km WNW of Palomares, Mexico",earthquake
2015-02-20T01:20:08.790Z,26.0018,125.7141,101.51,4.5,mb,,99,2.44,0.72,us,usc000tssj,2015-03-11T01:52:04.947Z,"140km NNE of Hirara, Japan",earthquake
2015-02-20T01:09:13.060Z,-5.8991,105.6296,151.64,4.1,mb,,179,2.175,0.78,us,usc000tssh,2015-03-10T23:07:55.244Z,"16km SSW of Penengahan, Indonesia",earthquake
2015-02-19T23:59:57.490Z,-6.0018,127.9311,400.28,4.4,mb,,64,3.879,0.83,us,usc000trql,2015-03-13T04:18:29.948Z,"252km S of Amahusu, Indonesia",earthquake
2015-02-19T23:55:53.230Z,54.8934,162.4824,35,4.1,mb,,147,2.938,0.66,us,usc000tsr8,2015-03-16T02:50:03.593Z,"148km S of Ust'-Kamchatsk Staryy, Russia",earthquake
2015-02-19T23:49:17.080Z,-33.7603,-178.5475,35,4.3,mb,,167,4.532,1.1,us,usc000tsqz,2015-03-15T04:02:55.265Z,"260km S of L'Esperance Rock, New Zealand",earthquake
2015-02-19T23:32:28.490Z,-3.1181,142.573,35,4,mb,,199,10.311,0.83,us,usc000tsqx,2015-03-15T03:50:47.234Z,"25km E of Aitape, Papua New Guinea",earthquake
2015-02-19T23:28:16.520Z,1.1789,124.048,254.36,4.2,mb,,45,2.548,0.69,us,usc000tsr0,2015-03-15T05:46:45.411Z,"28km NNW of Bolaang, Indonesia",earthquake
2015-02-19T23:24:29.600Z,34.3105,-116.9431667,9.8,2.68,ml,95,22,0.05154,0.18,ci,ci37319040,2015-02-20T22:40:50.740Z,"8km NNW of Big Bear Lake, California",earthquake
2015-02-19T22:46:26.000Z,59.123,-153.5399,98.2,2.6,ml,,,,0.54,ak,ak11513575,2015-03-14T04:13:44.118Z,"104km SE of Old Iliamna, Alaska",earthquake
2015-02-19T22:06:58.500Z,18.0778,-66.6464,18,2.5,Md,11,122.4,0.05210229,0.3,pr,pr15050002,2015-02-20T06:09:29.304Z,"6km ENE of Tallaboa Alta, Puerto Rico",earthquake
2015-02-19T21:48:50.130Z,-4.2152,135.9986,61.6,4.1,mb,,153,3.957,1.28,us,usc000tsq4,2015-03-15T03:09:06.464Z,"51km SW of Enarotali, Indonesia",earthquake
2015-02-19T21:31:36.020Z,-16.167,167.7849,40.82,4.6,mb,,55,0.908,0.32,us,usc000tsr6,2015-03-15T22:57:59.059Z,"39km E of Lakatoro, Vanuatu",earthquake
2015-02-19T21:29:44.020Z,33.0112,-87.9915,0,2.7,md,,127,0.198,0.86,us,usc000trpe,2015-03-14T21:47:03.934Z,"19km SE of Aliceville, Alabama",earthquake
2015-02-19T20:31:20.600Z,29.4552,-96.9088,5,3.1,mb_lg,,172,0.988,0.16,us,usc000trnz,2015-02-20T04:33:59.036Z,"3km ENE of Hallettsville, Texas",earthquake
2015-02-19T19:56:33.550Z,-16.3587,168.11,10,5,mb,,96,1.258,0.74,us,usc000trl8,2015-02-20T03:59:00.103Z,"78km ESE of Lakatoro, Vanuatu",earthquake
2015-02-19T18:19:09.670Z,32.9483333,-88.0391667,0.01,2.77,md,11,128,0.2512,0.98,se,se60004413,2015-02-20T14:01:34.124Z,"18km NW of Eutaw, Alabama",earthquake
2015-02-19T17:25:39.000Z,52.6378,-174.5351,216.4,2.9,ml,,,,0.33,ak,ak11521087,2015-03-02T20:25:38.653Z,"54km NNW of Atka, Alaska",earthquake
2015-02-19T17:21:25.050Z,-9.1984,114.9449,68.58,4,mb,,83,1.066,1.14,us,usc000trq2,2015-02-20T00:08:20.751Z,"45km SSW of Kangin, Indonesia",earthquake
2015-02-19T16:32:47.400Z,52.8165,159.0223,82,5.5,mwb,,16,0.306,0.9,us,usc000tri6,2015-02-20T19:22:56.294Z,"35km SE of Petropavlovsk-Kamchatskiy, Russia",earthquake
2015-02-19T15:10:47.060Z,-37.8898,179.9951,28.92,4.7,mb,,199,1.378,0.71,us,usc000trhr,2015-02-20T18:28:53.563Z,"193km ENE of Gisborne, New Zealand",earthquake
